Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,Subtitle_de,Subtitle_ru,Subtitle_pl,StartTime,EndTime,File_ID,utt_id,arousal_value,model_input
10044,"Rachel, do you have any muffins left?",Julie,neutral,neutral,1037,0,2,2,Sind noch Muffins da?,"Рэйчел, кексы еще остались?","Rachel, są jeszcze babeczki?",0 days 00:02:44.706000,0 days 00:02:46.098000,dia1037_utt0.mp4,dia1037_utt0,0.5699428916,"<high_arousal> Rachel, do you have any muffins left?"
10458,"Yeah, I forget which ones.",Rachel,neutral,neutral,1037,1,2,2,Ich werd mal nachsehen.,"Да, но я забыла, какие именно.",Zobaczę.,0 days 00:02:46.098000,0 days 00:02:47.672000,dia1037_utt1.mp4,dia1037_utt1,0.6232438087,"<high_arousal> Yeah, I forget which ones."
10459,"Oh, you're busy, that's ok, I'll get it. Anybody else want one?",Julie,neutral,neutral,1037,2,2,2,"Ich seh selbst nach, du hast so viel zu tun. Wollt ihr noch was?",Кому-нибудь еще?,"Jesteś zajęta, pozwól mi. Ktoś jeszcze chce?",0 days 00:02:47.792000,0 days 00:02:52.963000,dia1037_utt2.mp4,dia1037_utt2,0.6791288257,"<high_arousal> Oh, you're busy, that's ok, I'll get it. Anybody else want one?"
10460,Hey.,Chandler,neutral,neutral,1038,0,2,3,Hey.,Привет.,Cześć.,0 days 00:00:05.130000,0 days 00:00:05.673000,dia1038_utt0.mp4,dia1038_utt0,0.5779374242,<high_arousal> Hey.
10461,Hey!,All,joy,positive,1038,1,2,3,Hey.,Привет!,Cześć!,0 days 00:00:05.673000,0 days 00:00:06.967000,dia1038_utt1.mp4,dia1038_utt1,0.6808221936,<high_arousal> Hey!
10462,So how was Joan?,Monica,neutral,neutral,1038,2,2,3,Wie war's mit Joan?,Так как тебе Джоан?,Co z Joan?,0 days 00:00:07.173000,0 days 00:00:08.173000,dia1038_utt2.mp4,dia1038_utt2,0.6705269814,<high_arousal> So how was Joan?
10463,I broke up with her.,Chandler,neutral,neutral,1038,3,2,3,Ich hab Schluss gemacht.,Я расстался с ней.,Zerwałem.,0 days 00:00:08.341000,0 days 00:00:09.341000,dia1038_utt3.mp4,dia1038_utt3,0.4810885489,<low_arousal> I broke up with her.
10464,"Don’t tell me, because of the big nostril thing?",Ross,surprise,negative,1038,4,2,3,Soll ich raten? Sie hat bestimmt zu große Nasenlöcher.,Не говори мне. Из-за ее больших ноздрей?,Nie mów. Przez te duże nozdrza?,0 days 00:00:11.136000,0 days 00:00:13.887000,dia1038_utt4.mp4,dia1038_utt4,0.6533191204,"<high_arousal> Don’t tell me, because of the big nostril thing?"
10465,"They were huge. When she sneezed, bats flew out of them.",Chandler,disgust,negative,1038,5,2,3,"Die waren riesengroß! Wenn sie geniest hat, flogen dabei Fledermäuse raus.","Она чихнула, и из них вылетели летучие мыши.","Były ogromne! Gdy kichała, wypadały nietoperze.",0 days 00:00:15.015000,0 days 00:00:20.060000,dia1038_utt5.mp4,dia1038_utt5,0.8062905669,"<high_arousal> They were huge. When she sneezed, bats flew out of them."
10466,"Come on, they were not that huge.",Rachel,neutral,neutral,1038,6,2,3,So große Nasenlöcher hatte sie doch gar nicht.,Они не настолько огромные.,"Daj spokój, nie były takie duże.",0 days 00:00:21.021000,0 days 00:00:22.855000,dia1038_utt6.mp4,dia1038_utt6,0.7882298827,"<high_arousal> Come on, they were not that huge."
10467,"I'm tellin' you, she leaned back; I could see her brain.",Chandler,disgust,negative,1038,7,2,3,"Wenn sie sich im Sessel zurücklehnte, konnte ich ihr Hirn sehen.","Уверяю тебя, она откинулась назад, и я увидел ее мозг.","Mówię ci, gdy się odchyliła, widać było mózg.",0 days 00:00:23.106000,0 days 00:00:26.358000,dia1038_utt7.mp4,dia1038_utt7,0.6228482723,"<high_arousal> I'm tellin' you, she leaned back; I could see her brain."
10468,How many perfectly fine women are you gonna reject over the most superficial insignificant things?,Monica,surprise,negative,1038,8,2,3,"Wie viele Superfrauen willst du noch zurückweisen, wegen einigen oberflächlichen...","Сколько еще женщин ты отвергнешь из-за поверхностных, незначительных вещей.",Ile już kobiet odrzuciłeś. . . z powodu drobnych wad. . .,0 days 00:00:28.319000,0 days 00:00:32.573000,dia1038_utt8.mp4,dia1038_utt8,0.7474917769,<high_arousal> How many perfectly fine women are you gonna reject over the most superficial insignificant things?
10469,"Hold it, hold it.",Joey,neutral,neutral,1038,9,2,3,"Warte mal,",Погоди.,Stop.,0 days 00:00:32.824000,0 days 00:00:33.456000,dia1038_utt9.mp4,dia1038_utt9,0.5505408645,"<high_arousal> Hold it, hold it."
10470,I gotta side with Chandler on this one.,Joey,neutral,neutral,1038,10,2,3,in diesem Fall muss ich Chandler Recht geben.,Я на стороне Чендлера в этом вопросе.,W tej sprawie popieram Chandlera.,0 days 00:00:33.456000,0 days 00:00:35.556000,dia1038_utt10.mp4,dia1038_utt10,0.405775249,<low_arousal> I gotta side with Chandler on this one.
10471,"When I first moved to the city, I went out a couple of times with this girl, really hot, great kisser, but she had the biggest Adam's apple.",Joey,disgust,negative,1038,11,2,3,"Als ich neu in der Stadt war, traf ich mich mit diesem Mädchen. Es war klasse. Sie konnte toll küssen, aber sie hatte einen furchtbar großen Adamsapfel.","Только переехав сюда, я пошел на свидание с девушкой. Очень красивой. Отлично целовалась, но у нее был самый большой в мире кадык.",Chodziłem kiedyś z jedną dziewczyną. Gorąca. Świetnie się całowała... ale miała ogromne jabłko Adama.,0 days 00:00:35.744000,0 days 00:00:44.334000,dia1038_utt11.mp4,dia1038_utt11,0.6442268491,"<high_arousal> When I first moved to the city, I went out a couple of times with this girl, really hot, great kisser, but she had the biggest Adam's apple."
10472,It made me nuts.,Joey,disgust,negative,1038,12,2,3,Das hat mich wahnsinnig gemacht.,Это сводило меня с ума.,Coś okropnego.,0 days 00:00:45.462000,0 days 00:00:46.587000,dia1038_utt12.mp4,dia1038_utt12,0.8143603802,<high_arousal> It made me nuts.
10473,You or me?,Chandler,neutral,neutral,1038,13,2,3,"Sag du's ihm, Ross.",Ты скажешь или я?,Ty czy ja?,0 days 00:00:48.173000,0 days 00:00:50.799000,dia1038_utt13.mp4,dia1038_utt13,0.5627480149,<high_arousal> You or me?
10474,"I got it. Uh, Joey, women don't have Adam's apples.",Ross,neutral,neutral,1038,14,2,3,"Ja, ist gut. Joey, Frauen haben keinen Adamsapfel.","Джоуи, у женщин не бывает кадыка.","Przejmuję. Joey, kobiety nie mają jabłka Adama.",0 days 00:00:51.009000,0 days 00:00:53.594000,dia1038_utt14.mp4,dia1038_utt14,0.4295187294,"<low_arousal> I got it. Uh, Joey, women don't have Adam's apples."
10475,"You guys are messing with me, right?",Joey,surprise,positive,1038,15,2,3,"Ha, ha. Alles klar, ihr wollt mich verkohlen, oder?","Вы разыгрываете меня, верно?",Nabieracie mnie?,0 days 00:01:00.518000,0 days 00:01:03.520000,dia1038_utt15.mp4,dia1038_utt15,0.6167339087,"<high_arousal> You guys are messing with me, right?"
10476,Yeah.,All,neutral,neutral,1038,16,2,3,"Ja, du hast recht!",Да. Разыгрываем!,Tak!,0 days 00:01:05.398000,0 days 00:01:07.274000,dia1038_utt16.mp4,dia1038_utt16,0.8326659799,<high_arousal> Yeah.
10477,"That was a good one. For a second there, I was like, ""whoa.""",Joey,joy,positive,1038,17,2,3,"Das war gut, für eine Sekunde wäre ich fast drauf reingefallen!",Очень удачно. На секунду я даже испугался!,To było dobre. Nawet dałem się nabrać.,0 days 00:01:08.401000,0 days 00:01:12.071000,dia1038_utt17.mp4,dia1038_utt17,0.6699106693,"<high_arousal> That was a good one. For a second there, I was like, ""whoa."""
